time,P-109523,P-118383
2018-09-07 14:50:00,5864.0,2262.0
2018-09-07 14:55:00,5880.0,2300.0
2018-09-07 15:00:00,5870.0,2239.0
2018-09-07 15:05:00,5630.0,2242.0
2018-09-07 15:10:00,5766.0,2265.0
2018-09-07 15:15:00,5762.0,2325.0
2018-09-07 15:20:00,6048.0,2283.0
2018-09-07 15:25:00,5809.0,2304.0
2018-09-07 15:30:00,5916.0,2280.0
2018-09-07 15:35:00,5822.0,2276.0
2018-09-07 15:40:00,5817.0,2301.0
2018-09-07 15:45:00,5805.0,2326.0
2018-09-07 15:50:00,5854.0,2308.0
2018-09-07 15:55:00,5971.0,2315.0
2018-09-07 16:00:00,5842.0,2316.0
2018-09-07 16:05:00,5821.0,2390.0
2018-09-07 16:10:00,5852.0,2337.0
2018-09-07 16:15:00,5941.0,2309.0
2018-09-07 16:20:00,5800.0,2262.0
2018-09-07 16:25:00,5903.0,2248.0
2018-09-07 16:30:00,5989.0,2304.0
2018-09-07 16:35:00,5975.0,2326.0
2018-09-07 16:40:00,5961.0,2307.0
2018-09-07 16:45:00,5362.0,2286.0
2018-09-07 16:50:00,5368.0,2278.0
2018-09-07 16:55:00,5480.0,2294.0
2018-09-07 17:00:00,5495.0,2382.0
2018-09-07 17:05:00,5650.0,2397.0
2018-09-07 17:10:00,5685.0,2432.0
2018-09-07 17:15:00,5656.0,2345.0
2018-09-07 17:20:00,5700.0,2395.0
2018-09-07 17:25:00,5715.0,2431.0
2018-09-07 17:30:00,6141.0,2592.0
2018-09-07 17:35:00,6209.0,2535.0
2018-09-07 17:40:00,6245.0,2558.0
2018-09-07 17:45:00,6220.0,2527.0
2018-09-07 17:50:00,6236.0,2572.0
2018-09-07 17:55:00,6185.0,2526.0
2018-09-07 18:00:00,6209.0,2509.0
2018-09-07 18:05:00,6166.0,2613.0
2018-09-07 18:10:00,6292.0,2561.0
2018-09-07 18:15:00,6299.0,2582.0
2018-09-07 18:20:00,6316.0,2588.0
2018-09-07 18:25:00,6385.0,2561.0
2018-09-07 18:30:00,6256.0,2585.0
2018-09-07 18:35:00,6163.0,2506.0
2018-09-07 18:40:00,6305.0,2554.0
2018-09-07 18:45:00,6189.0,2541.0
2018-09-07 18:50:00,6210.0,2543.0
2018-09-07 18:55:00,6079.0,2563.0
2018-09-07 19:00:00,6023.0,2507.0
2018-09-07 19:05:00,6012.0,2510.0
2018-09-07 19:10:00,6024.0,2519.0
2018-09-07 19:15:00,6013.0,2501.0
2018-09-07 19:20:00,6046.0,2523.0
2018-09-07 19:25:00,6098.0,2473.0
2018-09-07 19:30:00,6110.0,2505.0
2018-09-07 19:35:00,6086.0,2492.0
2018-09-07 19:40:00,6137.0,2487.0
2018-09-07 19:45:00,6166.0,2462.0
2018-09-07 19:50:00,6111.0,2435.0
2018-09-07 19:55:00,6058.0,2539.0
2018-09-07 20:00:00,5943.0,2409.0
2018-09-07 20:05:00,5987.0,2439.0
2018-09-07 20:10:00,5928.0,2465.0
2018-09-07 20:15:00,5968.0,2460.0
2018-09-07 20:20:00,6558.0,2467.0
2018-09-07 20:25:00,6512.0,2510.0
2018-09-07 20:30:00,6631.0,2456.0
2018-09-07 20:35:00,6381.0,2394.0
2018-09-07 20:40:00,6455.0,2481.0
2018-09-07 20:45:00,6502.0,2424.0
2018-09-07 20:50:00,6436.0,2441.0
2018-09-07 20:55:00,6456.0,2520.0
2018-09-07 21:00:00,6409.0,2408.0
2018-09-07 21:05:00,6503.0,2509.0
2018-09-07 21:10:00,6355.0,2478.0
2018-09-07 21:15:00,6457.0,2429.0
2018-09-07 21:20:00,6384.0,2448.0
2018-09-07 21:25:00,6332.0,2393.0
2018-09-07 21:30:00,6404.0,2414.0
2018-09-07 21:35:00,6342.0,2398.0
2018-09-07 21:40:00,6372.0,2445.0
2018-09-07 21:45:00,6406.0,2434.0
2018-09-07 21:50:00,6291.0,2453.0
2018-09-07 21:55:00,6239.0,2452.0
2018-09-07 22:00:00,6266.0,2402.0
2018-09-07 22:05:00,6169.0,2428.0
2018-09-07 22:10:00,6153.0,2375.0
2018-09-07 22:15:00,6060.0,2399.0
2018-09-07 22:20:00,6003.0,2369.0
2018-09-07 22:25:00,6058.0,2384.0
2018-09-07 22:30:00,5986.0,2390.0
2018-09-07 22:35:00,5931.0,2414.0
2018-09-07 22:40:00,6020.0,2393.0
2018-09-07 22:45:00,5922.0,2346.0
2018-09-07 22:50:00,5853.0,2329.0
2018-09-07 22:55:00,5799.0,2354.0
2018-09-07 23:00:00,5711.0,2306.0
2018-09-07 23:05:00,5192.0,2148.0
2018-09-07 23:10:00,5109.0,2152.0
2018-09-07 23:15:00,5067.0,2134.0
2018-09-07 23:20:00,5069.0,2102.0
2018-09-07 23:25:00,5141.0,2101.0
2018-09-07 23:30:00,5075.0,2108.0
2018-09-07 23:35:00,4989.0,2069.0
2018-09-07 23:40:00,4963.0,2079.0
2018-09-07 23:45:00,4878.0,2064.0
2018-09-07 23:50:00,4882.0,2057.0
2018-09-07 23:55:00,4091.0,1821.0
2018-09-08 00:00:00,4015.0,1812.0
2018-09-08 00:05:00,4020.0,1786.0
2018-09-08 00:10:00,4104.0,1772.0
2018-09-08 00:15:00,4059.0,1807.0
2018-09-08 00:20:00,3965.0,1785.0
2018-09-08 00:25:00,3906.0,1800.0
2018-09-08 00:30:00,3894.0,1770.0
2018-09-08 00:35:00,3699.0,1781.0
2018-09-08 00:40:00,3691.0,1747.0
2018-09-08 00:45:00,3734.0,1722.0
2018-09-08 00:50:00,3660.0,1723.0
2018-09-08 00:55:00,3688.0,1717.0
2018-09-08 01:00:00,3650.0,1681.0
2018-09-08 01:05:00,3396.0,1593.0
2018-09-08 01:10:00,3433.0,1624.0
2018-09-08 01:15:00,3419.0,1601.0
2018-09-08 01:20:00,3313.0,1596.0
2018-09-08 01:25:00,3258.0,1564.0
2018-09-08 01:30:00,3197.0,1582.0
2018-09-08 01:35:00,3239.0,1546.0
2018-09-08 01:40:00,3157.0,1557.0
2018-09-08 01:45:00,3161.0,1564.0
2018-09-08 01:50:00,3224.0,1543.0
2018-09-08 01:55:00,3150.0,1568.0
2018-09-08 02:00:00,3279.0,1567.0
2018-09-08 02:05:00,3342.0,1589.0
2018-09-08 02:10:00,3158.0,1477.0
2018-09-08 02:15:00,3052.0,1486.0
2018-09-08 02:20:00,3062.0,1464.0
2018-09-08 02:25:00,2969.0,1461.0
2018-09-08 02:30:00,2940.0,1453.0
2018-09-08 02:35:00,3078.0,1459.0
2018-09-08 02:40:00,2997.0,1467.0
2018-09-08 02:45:00,3080.0,1465.0
2018-09-08 02:50:00,3038.0,1499.0
2018-09-08 02:55:00,3141.0,1495.0
2018-09-08 03:00:00,3086.0,1500.0
2018-09-08 03:05:00,3172.0,1541.0
2018-09-08 03:10:00,3186.0,1507.0
2018-09-08 03:15:00,3182.0,1515.0
2018-09-08 03:20:00,3243.0,1497.0
2018-09-08 03:25:00,3126.0,1510.0
2018-09-08 03:30:00,3157.0,1525.0
2018-09-08 03:35:00,3107.0,1515.0
2018-09-08 03:40:00,3017.0,1485.0
2018-09-08 03:45:00,3093.0,1496.0
2018-09-08 03:50:00,2933.0,1486.0
2018-09-08 03:55:00,3051.0,1525.0
2018-09-08 04:00:00,3114.0,1505.0
2018-09-08 04:05:00,3137.0,1504.0
2018-09-08 04:10:00,3187.0,1549.0
2018-09-08 04:15:00,3298.0,1560.0
2018-09-08 04:20:00,3261.0,1555.0
2018-09-08 04:25:00,3362.0,1577.0
2018-09-08 04:30:00,3170.0,1475.0
2018-09-08 04:35:00,3159.0,1507.0
2018-09-08 04:40:00,3133.0,1461.0
2018-09-08 04:45:00,3111.0,1476.0
2018-09-08 04:50:00,3122.0,1464.0
2018-09-08 04:55:00,3238.0,1495.0
2018-09-08 05:00:00,3328.0,1553.0
2018-09-08 05:05:00,3521.0,1576.0
2018-09-08 05:10:00,3464.0,1566.0
2018-09-08 05:15:00,3619.0,1600.0
2018-09-08 05:20:00,3624.0,1671.0
2018-09-08 05:25:00,3782.0,1674.0
2018-09-08 05:30:00,3775.0,1666.0
2018-09-08 05:35:00,4124.0,1720.0
2018-09-08 05:40:00,4148.0,1745.0
2018-09-08 05:45:00,4498.0,1836.0
2018-09-08 05:50:00,4507.0,1859.0
2018-09-08 05:55:00,4689.0,1951.0
2018-09-08 06:00:00,4663.0,1993.0
2018-09-08 06:05:00,4788.0,1986.0
2018-09-08 06:10:00,4953.0,2023.0
2018-09-08 06:15:00,5054.0,2037.0
2018-09-08 06:20:00,5055.0,2076.0
2018-09-08 06:25:00,5176.0,2056.0
2018-09-08 06:30:00,5274.0,2132.0
2018-09-08 06:35:00,5566.0,2215.0
2018-09-08 06:40:00,6155.0,2384.0
2018-09-08 06:45:00,6098.0,2415.0
2018-09-08 06:50:00,6076.0,2391.0
2018-09-08 06:55:00,6145.0,2359.0
2018-09-08 07:00:00,6224.0,2432.0
2018-09-08 07:05:00,6335.0,2412.0
2018-09-08 07:10:00,6281.0,2457.0
2018-09-08 07:15:00,6370.0,2486.0
2018-09-08 07:20:00,5918.0,2419.0
2018-09-08 07:25:00,5858.0,2410.0
2018-09-08 07:30:00,5916.0,2378.0
2018-09-08 07:35:00,6071.0,2482.0
2018-09-08 07:40:00,6087.0,2511.0
2018-09-08 07:45:00,6172.0,2542.0
2018-09-08 07:50:00,6611.0,2601.0
2018-09-08 07:55:00,6446.0,2636.0
2018-09-08 08:00:00,6389.0,2575.0
2018-09-08 08:05:00,6503.0,2559.0
2018-09-08 08:10:00,6540.0,2599.0
2018-09-08 08:15:00,6663.0,2665.0
2018-09-08 08:20:00,6535.0,2630.0
2018-09-08 08:25:00,6627.0,2577.0
2018-09-08 08:30:00,6617.0,2665.0
2018-09-08 08:35:00,6728.0,2704.0
2018-09-08 08:40:00,6885.0,2698.0
2018-09-08 08:45:00,6911.0,2713.0
2018-09-08 08:50:00,6810.0,2693.0
2018-09-08 08:55:00,6692.0,2684.0
2018-09-08 09:00:00,6678.0,2676.0
2018-09-08 09:05:00,6728.0,2682.0
2018-09-08 09:10:00,6836.0,2679.0
2018-09-08 09:15:00,6738.0,2752.0
2018-09-08 09:20:00,6654.0,2677.0
2018-09-08 09:25:00,6767.0,2625.0
2018-09-08 09:30:00,6703.0,2627.0
2018-09-08 09:35:00,6604.0,2613.0
2018-09-08 09:40:00,6557.0,2673.0
2018-09-08 09:45:00,6600.0,2635.0
2018-09-08 09:50:00,6653.0,2653.0
2018-09-08 09:55:00,6693.0,2683.0
2018-09-08 10:00:00,6545.0,2671.0
2018-09-08 10:05:00,6495.0,2606.0
2018-09-08 10:10:00,6564.0,2609.0
2018-09-08 10:15:00,6501.0,2684.0
2018-09-08 10:20:00,6495.0,2637.0
2018-09-08 10:25:00,6597.0,2646.0
2018-09-08 10:30:00,6419.0,2622.0
2018-09-08 10:35:00,6540.0,2609.0
2018-09-08 10:40:00,6471.0,2665.0
2018-09-08 10:45:00,6541.0,2650.0
2018-09-08 10:50:00,6856.0,2655.0
2018-09-08 10:55:00,6905.0,2662.0
2018-09-08 11:00:00,6974.0,2728.0
2018-09-08 11:05:00,7004.0,2687.0
2018-09-08 11:10:00,6969.0,2666.0
2018-09-08 11:15:00,6919.0,2613.0
2018-09-08 11:20:00,6882.0,2617.0
2018-09-08 11:25:00,6787.0,2579.0
2018-09-08 11:30:00,6786.0,2574.0
2018-09-08 11:35:00,6666.0,2580.0
2018-09-08 11:40:00,6762.0,2526.0
2018-09-08 11:45:00,6743.0,2594.0
2018-09-08 11:50:00,6705.0,2621.0
2018-09-08 11:55:00,6820.0,2653.0
2018-09-08 12:00:00,6712.0,2574.0
2018-09-08 12:05:00,6645.0,2551.0
2018-09-08 12:10:00,6636.0,2556.0
2018-09-08 12:15:00,6795.0,2588.0
2018-09-08 12:20:00,6746.0,2586.0
2018-09-08 12:25:00,6634.0,2613.0
2018-09-08 12:30:00,6551.0,2587.0
2018-09-08 12:35:00,6631.0,2584.0
2018-09-08 12:40:00,6604.0,2498.0
2018-09-08 12:45:00,6512.0,2515.0
2018-09-08 12:50:00,6511.0,2521.0
2018-09-08 12:55:00,6528.0,2352.0
2018-09-08 13:00:00,6002.0,2419.0
2018-09-08 13:05:00,6041.0,2373.0
2018-09-08 13:10:00,5966.0,2349.0
2018-09-08 13:15:00,5862.0,2324.0
2018-09-08 13:20:00,5889.0,2357.0
2018-09-08 13:25:00,5294.0,2145.0
2018-09-08 13:30:00,5322.0,2200.0
2018-09-08 13:35:00,5299.0,2114.0
2018-09-08 13:40:00,5262.0,2097.0
2018-09-08 13:45:00,5451.0,2164.0
2018-09-08 13:50:00,5259.0,2086.0
2018-09-08 13:55:00,5227.0,2116.0
2018-09-08 14:00:00,5233.0,2104.0
2018-09-08 14:05:00,5270.0,2093.0
2018-09-08 14:10:00,5236.0,2142.0
2018-09-08 14:15:00,5373.0,2102.0
2018-09-08 14:20:00,5155.0,2098.0
2018-09-08 14:25:00,5248.0,2120.0
2018-09-08 14:30:00,5215.0,2043.0
2018-09-08 14:35:00,5341.0,2106.0
2018-09-08 14:40:00,5197.0,2079.0
2018-09-08 14:45:00,5154.0,2114.0
2018-09-08 14:50:00,5225.0,2135.0
2018-09-08 14:55:00,5155.0,2105.0
2018-09-08 15:00:00,5251.0,2096.0
2018-09-08 15:05:00,5182.0,2120.0
2018-09-08 15:10:00,5181.0,2093.0
2018-09-08 15:15:00,5180.0,2089.0
2018-09-08 15:20:00,5260.0,2124.0
2018-09-08 15:25:00,5230.0,2103.0
2018-09-08 15:30:00,5368.0,2087.0
2018-09-08 15:35:00,5183.0,2075.0
2018-09-08 15:40:00,5254.0,2135.0
2018-09-08 15:45:00,5345.0,2143.0
2018-09-08 15:50:00,5378.0,2123.0
2018-09-08 15:55:00,5501.0,2157.0
2018-09-08 16:00:00,5495.0,2129.0
2018-09-08 16:05:00,6063.0,2327.0
2018-09-08 16:10:00,6052.0,2368.0
2018-09-08 16:15:00,6091.0,2374.0
2018-09-08 16:20:00,6161.0,2395.0
2018-09-08 16:25:00,6254.0,2362.0
2018-09-08 16:30:00,6430.0,2392.0
2018-09-08 16:35:00,6887.0,2558.0
2018-09-08 16:40:00,6765.0,2548.0
2018-09-08 16:45:00,6743.0,2512.0
2018-09-08 16:50:00,6667.0,2535.0
2018-09-08 16:55:00,6783.0,2557.0
2018-09-08 17:00:00,6671.0,2572.0
2018-09-08 17:05:00,6669.0,2596.0
2018-09-08 17:10:00,6677.0,2564.0
2018-09-08 17:15:00,6831.0,2568.0
2018-09-08 17:20:00,6759.0,2620.0
2018-09-08 17:25:00,6730.0,2570.0
2018-09-08 17:30:00,6762.0,2569.0
2018-09-08 17:35:00,6743.0,2497.0
2018-09-08 17:40:00,6760.0,2533.0
2018-09-08 17:45:00,6651.0,2604.0
2018-09-08 17:50:00,6740.0,2542.0
2018-09-08 17:55:00,6690.0,2588.0
2018-09-08 18:00:00,6786.0,2602.0
2018-09-08 18:05:00,6778.0,2615.0
2018-09-08 18:10:00,6655.0,2575.0
2018-09-08 18:15:00,6732.0,2632.0
2018-09-08 18:20:00,6957.0,2709.0
2018-09-08 18:25:00,6894.0,2740.0
2018-09-08 18:30:00,6933.0,2628.0
2018-09-08 18:35:00,6835.0,2680.0
2018-09-08 18:40:00,6324.0,2648.0
2018-09-08 18:45:00,6364.0,2636.0
2018-09-08 18:50:00,6333.0,2652.0
2018-09-08 18:55:00,6316.0,2622.0
2018-09-08 19:00:00,6310.0,2604.0
2018-09-08 19:05:00,6335.0,2638.0
2018-09-08 19:10:00,6296.0,2589.0
2018-09-08 19:15:00,6348.0,2615.0
2018-09-08 19:20:00,6329.0,2549.0
2018-09-08 19:25:00,6344.0,2552.0
2018-09-08 19:30:00,6272.0,2600.0
2018-09-08 19:35:00,6337.0,2584.0
2018-09-08 19:40:00,6238.0,2565.0
2018-09-08 19:45:00,6353.0,2564.0
2018-09-08 19:50:00,6318.0,2588.0
2018-09-08 19:55:00,6347.0,2591.0
2018-09-08 20:00:00,6288.0,2544.0
2018-09-08 20:05:00,6280.0,2602.0
2018-09-08 20:10:00,6708.0,2583.0
2018-09-08 20:15:00,6702.0,2558.0
2018-09-08 20:20:00,6725.0,2606.0
2018-09-08 20:25:00,6654.0,2636.0
2018-09-08 20:30:00,6741.0,2633.0
2018-09-08 20:35:00,6746.0,2628.0
2018-09-08 20:40:00,6656.0,2578.0
2018-09-08 20:45:00,6582.0,2568.0
2018-09-08 20:50:00,6700.0,2550.0
2018-09-08 20:55:00,6606.0,2562.0
2018-09-08 21:00:00,6747.0,2570.0
2018-09-08 21:05:00,6610.0,2589.0
2018-09-08 21:10:00,6713.0,2561.0
2018-09-08 21:15:00,6573.0,2506.0
2018-09-08 21:20:00,6501.0,2629.0
2018-09-08 21:25:00,6646.0,2517.0
2018-09-08 21:30:00,6556.0,2542.0
2018-09-08 21:35:00,6633.0,2531.0
2018-09-08 21:40:00,6633.0,2528.0
2018-09-08 21:45:00,6641.0,2486.0
2018-09-08 21:50:00,6555.0,2523.0
2018-09-08 21:55:00,6507.0,2529.0
2018-09-08 22:00:00,6413.0,2448.0
2018-09-08 22:05:00,6389.0,2491.0
2018-09-08 22:10:00,6334.0,2370.0
2018-09-08 22:15:00,5858.0,2288.0
2018-09-08 22:20:00,5838.0,2337.0
2018-09-08 22:25:00,5671.0,2318.0
2018-09-08 22:30:00,5847.0,2290.0
2018-09-08 22:35:00,5697.0,2299.0
2018-09-08 22:40:00,4838.0,2017.0
2018-09-08 22:45:00,5028.0,2064.0
2018-09-08 22:50:00,4979.0,2040.0
2018-09-08 22:55:00,5012.0,2082.0
2018-09-08 23:00:00,4887.0,1987.0
2018-09-08 23:05:00,4846.0,2078.0
2018-09-08 23:10:00,4723.0,2019.0
2018-09-08 23:15:00,4695.0,1995.0
2018-09-08 23:20:00,4544.0,1974.0
2018-09-08 23:25:00,4178.0,1886.0
2018-09-08 23:30:00,4224.0,1826.0
2018-09-08 23:35:00,4248.0,1827.0
2018-09-08 23:40:00,4218.0,1849.0
2018-09-08 23:45:00,4247.0,1829.0
2018-09-08 23:50:00,4192.0,1846.0
2018-09-08 23:55:00,4031.0,1775.0
2018-09-09 00:00:00,3987.0,1770.0
2018-09-09 00:05:00,4008.0,1774.0
2018-09-09 00:10:00,4072.0,1791.0
2018-09-09 00:15:00,3905.0,1772.0
2018-09-09 00:20:00,4044.0,1770.0
2018-09-09 00:25:00,3873.0,1750.0
2018-09-09 00:30:00,3845.0,1766.0
2018-09-09 00:35:00,3859.0,1736.0
2018-09-09 00:40:00,3720.0,1732.0
2018-09-09 00:45:00,3778.0,1716.0
2018-09-09 00:50:00,3696.0,1691.0
2018-09-09 00:55:00,3827.0,1735.0
2018-09-09 01:00:00,3688.0,1674.0
2018-09-09 01:05:00,3748.0,1720.0
2018-09-09 01:10:00,3552.0,1688.0
2018-09-09 01:15:00,3523.0,1662.0
2018-09-09 01:20:00,3444.0,1642.0
2018-09-09 01:25:00,3367.0,1610.0
2018-09-09 01:30:00,3368.0,1615.0
2018-09-09 01:35:00,3285.0,1623.0
2018-09-09 01:40:00,3257.0,1580.0
2018-09-09 01:45:00,2963.0,1481.0
2018-09-09 01:50:00,2919.0,1435.0
2018-09-09 01:55:00,2914.0,1434.0
2018-09-09 02:00:00,2926.0,1417.0
2018-09-09 02:05:00,2899.0,1414.0
2018-09-09 02:10:00,2913.0,1370.0
2018-09-09 02:15:00,2734.0,1374.0
2018-09-09 02:20:00,2703.0,1371.0
2018-09-09 02:25:00,2726.0,1363.0
2018-09-09 02:30:00,2726.0,1381.0
2018-09-09 02:35:00,2703.0,1356.0
2018-09-09 02:40:00,2709.0,1380.0
2018-09-09 02:45:00,2691.0,1361.0
2018-09-09 02:50:00,2683.0,1353.0
2018-09-09 02:55:00,2681.0,1346.0
2018-09-09 03:00:00,2725.0,1345.0
2018-09-09 03:05:00,2693.0,1336.0
2018-09-09 03:10:00,2668.0,1352.0
2018-09-09 03:15:00,2679.0,1361.0
2018-09-09 03:20:00,2674.0,1391.0
2018-09-09 03:25:00,2769.0,1341.0
2018-09-09 03:30:00,2814.0,1353.0
2018-09-09 03:35:00,2761.0,1348.0
2018-09-09 03:40:00,2757.0,1352.0
2018-09-09 03:45:00,2723.0,1363.0
2018-09-09 03:50:00,2706.0,1390.0
2018-09-09 03:55:00,2769.0,1353.0
2018-09-09 04:00:00,2775.0,1356.0
2018-09-09 04:05:00,2798.0,1359.0
2018-09-09 04:10:00,2808.0,1373.0
2018-09-09 04:15:00,2717.0,1365.0
2018-09-09 04:20:00,2765.0,1370.0
2018-09-09 04:25:00,2770.0,1369.0
2018-09-09 04:30:00,2761.0,1396.0
2018-09-09 04:35:00,2800.0,1397.0
2018-09-09 04:40:00,2794.0,1369.0
2018-09-09 04:45:00,2773.0,1369.0
2018-09-09 04:50:00,2798.0,1392.0
2018-09-09 04:55:00,2932.0,1387.0
2018-09-09 05:00:00,2839.0,1400.0
2018-09-09 05:05:00,3301.0,1517.0
2018-09-09 05:10:00,3304.0,1585.0
2018-09-09 05:15:00,3421.0,1597.0
2018-09-09 05:20:00,3679.0,1628.0
2018-09-09 05:25:00,3693.0,1636.0
2018-09-09 05:30:00,3756.0,1699.0
2018-09-09 05:35:00,3880.0,1722.0
2018-09-09 05:40:00,4359.0,1826.0
2018-09-09 05:45:00,4560.0,1959.0
2018-09-09 05:50:00,4579.0,1943.0
2018-09-09 05:55:00,4575.0,1922.0
2018-09-09 06:00:00,4877.0,2109.0
2018-09-09 06:05:00,5713.0,2307.0
2018-09-09 06:10:00,5830.0,2363.0
2018-09-09 06:15:00,5861.0,2327.0
2018-09-09 06:20:00,5977.0,2360.0
2018-09-09 06:25:00,6475.0,2386.0
2018-09-09 06:30:00,6337.0,2512.0
2018-09-09 06:35:00,6038.0,2492.0
2018-09-09 06:40:00,5877.0,2455.0
2018-09-09 06:45:00,5896.0,2417.0
2018-09-09 06:50:00,5835.0,2477.0
2018-09-09 06:55:00,6030.0,2527.0
2018-09-09 07:00:00,5951.0,2411.0
2018-09-09 07:05:00,5920.0,2448.0
2018-09-09 07:10:00,6054.0,2444.0
2018-09-09 07:15:00,6575.0,2671.0
2018-09-09 07:20:00,6542.0,2710.0
2018-09-09 07:25:00,6517.0,2609.0
2018-09-09 07:30:00,6551.0,2632.0
2018-09-09 07:35:00,6554.0,2720.0
2018-09-09 07:40:00,6616.0,2754.0
2018-09-09 07:45:00,6932.0,2863.0
2018-09-09 07:50:00,6737.0,2877.0
2018-09-09 07:55:00,6778.0,2783.0
2018-09-09 08:00:00,6755.0,2765.0
2018-09-09 08:05:00,6959.0,2824.0
2018-09-09 08:10:00,6903.0,2779.0
2018-09-09 08:15:00,6947.0,2787.0
2018-09-09 08:20:00,6902.0,2707.0
2018-09-09 08:25:00,6929.0,2758.0
2018-09-09 08:30:00,6826.0,2736.0
2018-09-09 08:35:00,6720.0,2766.0
2018-09-09 08:40:00,6821.0,2716.0
2018-09-09 08:45:00,6914.0,2856.0
2018-09-09 08:50:00,6889.0,2785.0
2018-09-09 08:55:00,6988.0,2783.0
2018-09-09 09:00:00,7011.0,2780.0
2018-09-09 09:05:00,6950.0,2718.0
2018-09-09 09:10:00,7106.0,2707.0
2018-09-09 09:15:00,6964.0,2599.0
2018-09-09 09:20:00,6975.0,2801.0
2018-09-09 09:25:00,7011.0,2713.0
2018-09-09 09:30:00,6979.0,2774.0
2018-09-09 09:35:00,6846.0,2688.0
2018-09-09 09:40:00,6771.0,2789.0
2018-09-09 09:45:00,6917.0,2811.0
2018-09-09 09:50:00,6847.0,2710.0
2018-09-09 09:55:00,6912.0,2750.0
2018-09-09 10:00:00,6878.0,2734.0
2018-09-09 10:05:00,6769.0,2676.0
2018-09-09 10:10:00,6718.0,2732.0
2018-09-09 10:15:00,6686.0,2751.0
2018-09-09 10:20:00,6772.0,2745.0
2018-09-09 10:25:00,6731.0,2776.0
2018-09-09 10:30:00,6627.0,2627.0
2018-09-09 10:35:00,6713.0,2755.0
2018-09-09 10:40:00,6610.0,2689.0
2018-09-09 10:45:00,6509.0,2677.0
2018-09-09 10:50:00,6466.0,2680.0
2018-09-09 10:55:00,6623.0,2667.0
2018-09-09 11:00:00,6455.0,2613.0
2018-09-09 11:05:00,6517.0,2601.0
2018-09-09 11:10:00,6423.0,2633.0
2018-09-09 11:15:00,6485.0,2605.0
2018-09-09 11:20:00,6436.0,2604.0
2018-09-09 11:25:00,6380.0,2596.0
2018-09-09 11:30:00,6702.0,2681.0
2018-09-09 11:35:00,6840.0,2681.0
2018-09-09 11:40:00,6918.0,2656.0
2018-09-09 11:45:00,6884.0,2668.0
2018-09-09 11:50:00,6923.0,2660.0
2018-09-09 11:55:00,6828.0,2631.0
2018-09-09 12:00:00,6776.0,2598.0
2018-09-09 12:05:00,6774.0,2663.0
2018-09-09 12:10:00,6920.0,2566.0
2018-09-09 12:15:00,6842.0,2643.0
2018-09-09 12:20:00,6959.0,2709.0
2018-09-09 12:25:00,6586.0,2645.0
2018-09-09 12:30:00,6488.0,2516.0
2018-09-09 12:35:00,6512.0,2502.0
2018-09-09 12:40:00,6643.0,2513.0
2018-09-09 12:45:00,6583.0,2497.0
2018-09-09 12:50:00,6393.0,2509.0
2018-09-09 12:55:00,6528.0,2537.0
2018-09-09 13:00:00,6381.0,2525.0
2018-09-09 13:05:00,6377.0,2520.0
2018-09-09 13:10:00,6137.0,2372.0
2018-09-09 13:15:00,6050.0,2339.0
2018-09-09 13:20:00,5966.0,2408.0
2018-09-09 13:25:00,6011.0,2336.0
2018-09-09 13:30:00,6050.0,2367.0
2018-09-09 13:35:00,5907.0,2286.0
2018-09-09 13:40:00,5820.0,2296.0
2018-09-09 13:45:00,5490.0,2281.0
2018-09-09 13:50:00,5547.0,2221.0
2018-09-09 13:55:00,5494.0,2185.0
2018-09-09 14:00:00,5397.0,2189.0
2018-09-09 14:05:00,5420.0,2191.0
2018-09-09 14:10:00,5452.0,2258.0
2018-09-09 14:15:00,5381.0,2174.0
2018-09-09 14:20:00,5241.0,2136.0
2018-09-09 14:25:00,5361.0,2145.0
2018-09-09 14:30:00,5389.0,2180.0
2018-09-09 14:35:00,5471.0,2236.0
2018-09-09 14:40:00,5490.0,2164.0
2018-09-09 14:45:00,5422.0,2181.0
2018-09-09 14:50:00,5477.0,2142.0
2018-09-09 14:55:00,5494.0,2181.0
2018-09-09 15:00:00,5597.0,2161.0
2018-09-09 15:05:00,5643.0,2209.0
2018-09-09 15:10:00,5855.0,2328.0
2018-09-09 15:15:00,5595.0,2233.0
2018-09-09 15:20:00,5553.0,2225.0
2018-09-09 15:25:00,5605.0,2207.0
2018-09-09 15:30:00,5604.0,2223.0
2018-09-09 15:35:00,5614.0,2254.0
2018-09-09 15:40:00,5641.0,2195.0
2018-09-09 15:45:00,5738.0,2260.0
2018-09-09 15:50:00,5781.0,2225.0
2018-09-09 15:55:00,5738.0,2220.0
2018-09-09 16:00:00,6039.0,2383.0
2018-09-09 16:05:00,6050.0,2378.0
2018-09-09 16:10:00,6029.0,2381.0
2018-09-09 16:15:00,6038.0,2285.0
2018-09-09 16:20:00,6136.0,2401.0
2018-09-09 16:25:00,6212.0,2432.0
2018-09-09 16:30:00,6174.0,2537.0
2018-09-09 16:35:00,6283.0,2436.0
2018-09-09 16:40:00,6316.0,2422.0
2018-09-09 16:45:00,6740.0,2643.0
2018-09-09 16:50:00,6742.0,2610.0
2018-09-09 16:55:00,6736.0,2556.0
2018-09-09 17:00:00,6744.0,2600.0
2018-09-09 17:05:00,6764.0,2584.0
2018-09-09 17:10:00,6712.0,2564.0
2018-09-09 17:15:00,6767.0,2677.0
2018-09-09 17:20:00,6864.0,2666.0
2018-09-09 17:25:00,6778.0,2670.0
