time,407
0,-2066.41
1,-1990.42
2,-1857.87
3,-1778.77
4,-1801.78
5,-1926.59
6,-2209.88
7,-2515.17
8,-2517.96
9,-2422.58
10,-2435.69
11,-2418.90
12,-2360.79
13,-2280.64
14,-2338.79
15,-2403.74
16,-2465.75
17,-2500.56
18,-2517.84
19,-2501.32
20,-2470.00
21,-2409.16
22,-2345.13
23,-2255.23
24,-2082.62
25,-2033.28
26,-1962.91
27,-1836.94
28,-1761.81
29,-1785.99
30,-1919.36
31,-2206.55
32,-2513.21
33,-2516.17
34,-2420.43
35,-2434.23
36,-2417.89
37,-2360.14
38,-2280.17
39,-2338.33
40,-2403.48
41,-2465.57
42,-2500.42
43,-2517.73
44,-2501.23
45,-2469.94
46,-2409.12
47,-2345.10
48,-2255.20
49,-2082.60
50,-2033.26
51,-1962.89
52,-1836.93
53,-1761.80
54,-1785.98
55,-1919.35
56,-2206.55
57,-2513.20
58,-2516.17
59,-2420.43
60,-2434.23
61,-2417.89
62,-2360.14
63,-2280.17
64,-2338.33
65,-2403.48
66,-2465.57
67,-2500.42
68,-2517.73
69,-2501.23
70,-2469.94
71,-2409.12
72,-2345.10
73,-2255.20
74,-2082.60
75,-2033.26
76,-1962.89
77,-1836.93
78,-1761.80
79,-1785.98
80,-1919.35
81,-2206.55
82,-2513.20
83,-2516.17
84,-2420.43
85,-2434.23
86,-2417.89
87,-2360.14
88,-2280.17
89,-2338.33
90,-2403.48
91,-2465.57
92,-2500.42
93,-2517.73
94,-2501.23
95,-2469.94
96,-2409.12
97,-2345.10
98,-2255.20
99,-2082.60
100,-2033.26
101,-1962.89
102,-1836.93
103,-1761.80
104,-1785.98
105,-1919.35
106,-2206.55
107,-2513.20
108,-2516.17
109,-2420.43
110,-2434.23
111,-2417.89
112,-2360.14
113,-2280.17
114,-2338.33
115,-2403.48
116,-2465.57
117,-2500.42
118,-2517.73
119,-2501.23
120,-2469.94
121,-2409.12
122,-2345.10
123,-2255.20
124,-2082.60
125,-2033.26
126,-1962.89
127,-1836.93
128,-1761.80
129,-1785.98
130,-1919.35
131,-2206.55
132,-2513.20
133,-2516.17
134,-2420.43
135,-2434.23
136,-2417.89
137,-2360.14
138,-2280.17
139,-2338.33
140,-2403.48
141,-2465.57
142,-2500.42
143,-2517.73
144,-2501.23
145,-2469.94
146,-2409.12
147,-2345.10
148,-2255.20
149,-2082.60
150,-2033.26
151,-1962.89
152,-1836.93
153,-1761.80
154,-1785.98
155,-1919.35
156,-2206.55
157,-2513.20
158,-2516.17
159,-2420.43
160,-2434.23
161,-2417.89
162,-2360.14
163,-2280.17
164,-2338.33
165,-2403.48
166,-2465.57
167,-2500.42
168,-2517.73
169,-2501.23
170,-2469.94
171,-2409.12
172,-2345.10
173,-2255.20
174,-2082.60
175,-2033.26
176,-1962.89
177,-1836.93
178,-1761.80
179,-1785.98
180,-1919.35
181,-2206.55
182,-2513.20
183,-2516.17
184,-2420.43
185,-2434.23
186,-2417.89
187,-2360.14
188,-2280.17
189,-2338.33
190,-2403.48
191,-2465.57
192,-2500.42
193,-2517.73
194,-2501.23
195,-2469.94
196,-2409.12
197,-2345.10
198,-2255.20
199,-2082.60
200,-2033.26
201,-1962.89
202,-1836.93
203,-1761.80
204,-1785.98
205,-1919.35
206,-2206.55
207,-2513.20
208,-2516.17
209,-2420.43
210,-2434.23
211,-2417.89
212,-2360.14
213,-2280.17
214,-2338.33
215,-2403.48
216,-2465.57
217,-2500.42
218,-2517.73
219,-2501.23
220,-2469.94
221,-2409.12
222,-2345.10
223,-2255.20
224,-2082.60
225,-2033.26
226,-1962.89
227,-1836.93
228,-1761.80
229,-1785.98
230,-1919.35
231,-2206.55
232,-2513.20
233,-2516.17
234,-2420.43
235,-2434.23
236,-2417.89
237,-2360.14
238,-2280.17
239,-2338.33
240,-2403.48
241,-2465.57
242,-2500.42
243,-2517.73
244,-2501.23
245,-2469.94
246,-2409.12
247,-2345.10
248,-2255.20
249,-2082.60
250,-2033.26
251,-1962.89
252,-1836.93
253,-1761.80
254,-1785.98
255,-1919.35
256,-2206.55
257,-2513.20
258,-2516.17
259,-2420.43
260,-2434.23
261,-2417.89
262,-2360.14
263,-2280.17
264,-2338.33
265,-2403.48
266,-2465.57
267,-2500.42
268,-2517.73
269,-2501.23
270,-2469.94
271,-2409.12
272,-2345.10
273,-2255.20
274,-2082.60
275,-2033.26
276,-1962.89
277,-1836.93
278,-1761.80
279,-1785.98
280,-1919.35
281,-2206.55
282,-2513.20
283,-2516.17
284,-2420.43
285,-2434.23
286,-2417.89
287,-2360.14
288,-2280.17
289,-2338.33
290,-2403.48
291,-2465.57
292,-2500.42
293,-2517.73
294,-2501.23
295,-2469.94
296,-2409.12
297,-2345.10
298,-2255.20
299,-2082.60
300,-2033.26
301,-1962.89
302,-1836.93
303,-1761.80
304,-1785.98
305,-1919.35
306,-2206.55
307,-2513.20
308,-2516.17
309,-2420.43
310,-2434.23
311,-2417.89
312,-2360.14
313,-2280.17
314,-2338.33
315,-2403.48
316,-2465.57
317,-2500.42
318,-2517.73
319,-2501.23
320,-2469.94
321,-2409.12
322,-2345.10
