time,407
0,-2063.73
1,-1990.52
2,-1855.90
3,-1778.28
4,-1808.55
5,-1928.81
6,-2217.04
7,-2514.88
8,-2514.38
9,-2421.38
10,-2442.85
11,-2430.21
12,-2364.89
13,-2282.07
14,-2341.85
15,-2398.79
16,-2460.98
17,-2496.51
18,-2523.80
19,-2508.03
20,-2475.26
21,-2401.79
22,-2345.20
23,-2253.72
24,-2080.67
25,-2036.91
26,-1960.75
27,-1843.08
28,-1753.73
29,-1788.14
30,-1914.45
31,-2217.76
32,-2513.69
33,-2518.78
34,-2428.27
35,-2436.99
36,-2422.82
37,-2366.38
38,-2278.19
39,-2336.35
40,-2408.16
41,-2467.14
42,-2500.07
43,-2513.92
44,-2504.62
45,-2478.94
46,-2406.65
47,-2339.98
48,-2252.23
49,-2076.54
50,-2038.52
51,-1966.52
52,-1827.97
53,-1759.78
54,-1785.43
55,-1913.03
56,-2199.92
57,-2510.38
58,-2508.24
59,-2418.99
60,-2434.53
61,-2420.12
62,-2352.81
63,-2274.94
64,-2340.17
65,-2398.03
66,-2468.08
67,-2507.36
68,-2516.49
69,-2504.07
70,-2467.36
71,-2420.99
72,-2343.07
73,-2249.68
74,-2078.74
75,-2029.08
76,-1956.03
77,-1837.93
78,-1753.01
79,-1790.40
80,-1921.87
81,-2198.82
82,-2517.43
83,-2520.71
84,-2416.20
85,-2437.72
86,-2410.04
87,-2362.72
88,-2266.84
89,-2342.82
90,-2405.38
91,-2463.99
92,-2499.04
93,-2508.54
94,-2501.01
95,-2469.55
96,-2403.88
97,-2355.79
98,-2247.96
99,-2082.51
100,-2027.97
101,-1955.55
102,-1840.43
103,-1768.62
104,-1785.50
105,-1917.10
106,-2212.49
107,-2510.48
108,-2518.32
109,-2421.46
110,-2432.59
111,-2423.86
112,-2364.97
113,-2286.80
114,-2334.09
115,-2399.22
116,-2466.20
117,-2496.14
118,-2516.21
119,-2495.42
120,-2475.84
121,-2420.86
122,-2343.94
123,-2256.41
124,-2077.97
125,-2040.67
126,-1960.75
127,-1833.36
128,-1758.86
129,-1788.64
130,-1923.02
131,-2207.94
132,-2516.81
133,-2509.34
134,-2429.19
135,-2434.57
136,-2409.88
137,-2363.63
138,-2277.90
139,-2342.82
140,-2407.08
141,-2465.12
142,-2497.99
143,-2511.45
144,-2497.64
145,-2479.54
146,-2411.28
147,-2340.49
148,-2246.33
149,-2090.70
150,-2036.41
151,-1962.33
152,-1845.29
153,-1773.77
154,-1779.74
155,-1918.66
156,-2204.97
157,-2511.64
158,-2528.86
159,-2423.29
160,-2440.13
161,-2416.87
162,-2354.85
163,-2288.13
164,-2339.00
165,-2407.22
166,-2465.67
167,-2502.17
168,-2525.10
169,-2506.91
170,-2464.54
171,-2412.40
172,-2350.16
173,-2254.10
174,-2079.42
175,-2031.97
176,-1967.02
177,-1837.54
178,-1761.86
179,-1784.49
180,-1916.52
181,-2207.49
182,-2523.43
183,-2527.24
184,-2411.18
185,-2439.33
186,-2419.81
187,-2352.10
188,-2285.17
189,-2340.49
190,-2397.93
191,-2463.95
192,-2493.22
193,-2522.75
194,-2505.96
195,-2463.06
196,-2409.61
197,-2345.74
198,-2253.99
199,-2079.87
200,-2020.31
201,-1968.07
202,-1830.88
203,-1768.14
204,-1784.42
205,-1927.65
206,-2205.04
207,-2512.06
208,-2505.37
209,-2426.43
210,-2429.74
211,-2409.92
212,-2363.15
213,-2281.59
214,-2331.51
215,-2402.22
216,-2464.72
217,-2508.32
218,-2515.66
219,-2506.54
220,-2471.69
221,-2397.87
222,-2347.80
223,-2254.57
224,-2076.29
225,-2031.32
226,-1964.85
227,-1834.12
228,-1758.83
229,-1787.95
230,-1919.81
231,-2201.52
232,-2504.98
